IE_XML_ID	IE_NAME	IE_ID	IE_ACTIVE	IE_ACTIVE_FROM	IE_ACTIVE_TO	IE_PREVIEW_PICTURE	IE_PREVIEW_TEXT	IE_PREVIEW_TEXT_TYPE	IE_DETAIL_PICTURE	IE_DETAIL_TEXT	IE_DETAIL_TEXT_TYPE	IE_CODE	IE_SORT	IE_TAGS	IP_PROP85	IP_PROP95	IP_PROP96	IP_PROP97	IP_PROP43	IP_PROP44	IP_PROP45	IP_PROP46	IP_PROP47	IP_PROP50	IP_PROP107	IP_PROP59	IP_PROP105	IP_PROP102	IP_PROP99	IP_PROP130	IP_PROP124	IP_PROP114	IP_PROP134	IP_PROP132	IP_PROP139	IP_PROP110	IP_PROP98	IP_PROP51	IP_PROP111	IP_PROP106	IP_PROP60	IP_PROP137	IP_PROP127	IP_PROP129	IP_PROP135	IP_PROP136	IP_PROP126	IP_PROP128	IP_PROP112	IP_PROP100	IP_PROP131	IP_PROP103	IP_PROP101	IP_PROP104	IP_PROP52	IP_PROP93	IP_PROP125	IP_PROP133	IP_PROP138	IP_PROP108	IC_GROUP0	IC_GROUP1	IC_GROUP2
64215	Термошкаф  IBL-60200800-800	64215	Y					text	/upload/iblock/0d2/0d2b63ab75ce758b3e78fe2aa1fa3d12.png		html	IBL-60200800-800	500			600	2000	800	itprom				IBL-60200800-800		Есть	710			Нет							Боковые стенки	Есть	/upload/iblock/a2b/a2b89c556a1f706c20bf274a66b60cd6.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64215	Термошкаф  IBL-60200800-800	64215	Y					text	/upload/iblock/0d2/0d2b63ab75ce758b3e78fe2aa1fa3d12.png		html	IBL-60200800-800	500			600	2000	800	itprom				IBL-60200800-800		Есть	710			Нет							Боковые стенки	Есть	/upload/iblock/557/557066aae50c8f47a6592d5040e855c2.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/1de/1de15dc0c255ac9fd2e08c1f1d499ebd.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/954/9547dd9b730e075535807306f4232619.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/c62/c623d35109bd0fb79eff903c8514883a.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/1e4/1e4903ac03e34bb62420d5fa973d66e0.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/c77/c77961f379c59cf310e93cba4f9555ba.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/9ce/9ceccb20c6ac8252faa92932afc2cf3f.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/5d9/5d91db52747c51b9ac9916380a509992.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64216	Термошкаф  IBL-80200800-800	64216	Y					text	/upload/iblock/fd6/fd698a23499a189e3daf75fdbbd897dd.png		html	IBL-80200800-800	500			800	2000	800	itprom				IBL-80200800-800		Есть	711			Нет							Боковые стенки	Есть	/upload/iblock/fc1/fc1c7078c9281577c8a689f70171268d.png	IP65	Есть									800	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/082/082e918e0f1345cad8a153a6f4c3899f.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/d23/d23aa4614ac7c03fdf2d10ae5d6831f0.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/db6/db6451522dec38730e7bc492776ec055.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/5ac/5ac1551eabbd9684f1c4fe3e5fa6a037.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/91f/91f93b3dee2f33a013c5c0f35a5ecf77.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/bb9/bb972fe36631651547324c4ee286fbb2.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/b8e/b8eade4674863b939fb26cbde0bbea0e.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64217	Термошкаф  IBL-120200800-1200	64217	Y					text	/upload/iblock/cf9/cf99013233e40daecf9f9da43061569b.png		html	IBL-120200800-1200	500			1200	2000	800	itprom				IBL-120200800-1200		Есть	590			Нет							Боковые стенки	Есть	/upload/iblock/c16/c16ddc4282228ff50cc5077d799f4ee5.png	IP65	Есть									1200	Есть				Есть		Серия IBL				Есть	Термошкафы ITProm	Серия IBL	
64218	Термошкаф  IBV-3040200-45	64218	Y					text	/upload/iblock/68e/68e67c54bfb79f21daa41168003282c1.png		html	IBV-3040200-45	500			300	400	200	itprom				IBV-3040200-45		Есть	734		Есть	Усиленная									/upload/iblock/83e/83e1b4c4f5bf05fa8080f8c4ccf40fb3.png	IP66	Есть									45	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64218	Термошкаф  IBV-3040200-45	64218	Y					text	/upload/iblock/68e/68e67c54bfb79f21daa41168003282c1.png		html	IBV-3040200-45	500			300	400	200	itprom				IBV-3040200-45		Есть	734		Есть	Усиленная									/upload/iblock/b48/b48f70e985d8edf2e7be2ec5778e6a11.png	IP66	Есть									45	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64218	Термошкаф  IBV-3040200-45	64218	Y					text	/upload/iblock/68e/68e67c54bfb79f21daa41168003282c1.png		html	IBV-3040200-45	500			300	400	200	itprom				IBV-3040200-45		Есть	734		Есть	Усиленная									/upload/iblock/51d/51d02dac4fc870eb231a239f9b7fdc4d.png	IP66	Есть									45	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64218	Термошкаф  IBV-3040200-45	64218	Y					text	/upload/iblock/68e/68e67c54bfb79f21daa41168003282c1.png		html	IBV-3040200-45	500			300	400	200	itprom				IBV-3040200-45		Есть	734		Есть	Усиленная									/upload/iblock/099/0994271a1dcf5bcf539efd0b4f5d30b0.png	IP66	Есть									45	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64218	Термошкаф  IBV-3040200-45	64218	Y					text	/upload/iblock/68e/68e67c54bfb79f21daa41168003282c1.png		html	IBV-3040200-45	500			300	400	200	itprom				IBV-3040200-45		Есть	734		Есть	Усиленная									/upload/iblock/217/2170b0210d75c1b5123ff2e825226145.png	IP66	Есть									45	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64219	Термошкаф  IBV-4040200-100	64219	Y					text	/upload/iblock/2f0/2f0e8172dd03010cf8ca6a469a6016b8.png		html	IBV-4040200-100	500			400	400	200	itprom				IBV-4040200-100		Есть			Есть	Усиленная									/upload/iblock/b41/b41268c21a9255cbaccd5b50f4b90b5d.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64219	Термошкаф  IBV-4040200-100	64219	Y					text	/upload/iblock/2f0/2f0e8172dd03010cf8ca6a469a6016b8.png		html	IBV-4040200-100	500			400	400	200	itprom				IBV-4040200-100		Есть			Есть	Усиленная									/upload/iblock/289/289d9ccb95a33a1e0c7875c90b362dca.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64219	Термошкаф  IBV-4040200-100	64219	Y					text	/upload/iblock/2f0/2f0e8172dd03010cf8ca6a469a6016b8.png		html	IBV-4040200-100	500			400	400	200	itprom				IBV-4040200-100		Есть			Есть	Усиленная									/upload/iblock/38a/38ad6109b725304ca179df91d2fafc0d.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64219	Термошкаф  IBV-4040200-100	64219	Y					text	/upload/iblock/2f0/2f0e8172dd03010cf8ca6a469a6016b8.png		html	IBV-4040200-100	500			400	400	200	itprom				IBV-4040200-100		Есть			Есть	Усиленная									/upload/iblock/48d/48d1562624004b791ff230dc7b4981e0.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64219	Термошкаф  IBV-4040200-100	64219	Y					text	/upload/iblock/2f0/2f0e8172dd03010cf8ca6a469a6016b8.png		html	IBV-4040200-100	500			400	400	200	itprom				IBV-4040200-100		Есть			Есть	Усиленная									/upload/iblock/0a9/0a9b695aa9d655851d0dbc72dab6ee6e.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/810/810776b5401ba4dc5a64a4b4907cf12d.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/268/2683551f1c5ad64a866bd2931e604318.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/804/804077c70474d702430897e8144d08d8.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/5a8/5a8edd2eb2120045e2a7e9b1751217c3.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/4fe/4fe27e3f451cca7b29e40f0efc7ce711.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/9dd/9dd3f38f5f1ec150efd60194439b9f21.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/f94/f941b9afb4ff33f27adb94d6ce0ca400.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/8d6/8d6f4c743429f65cc651ae0201e9a30e.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64220	Термошкаф  IBV-4050200-100	64220	Y					text	/upload/iblock/5c1/5c1a3bb78d4eecdca547c55fee49037a.png		html	IBV-4050200-100	500			400	500	200	itprom				IBV-4050200-100		Есть			Есть	Усиленная									/upload/iblock/91f/91fa274fd5956a124d22da5f38aad46e.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/e05/e05d23c14adae6ff78cb82fba89459b8.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/601/60166ed676d4699382575e02463c8ae2.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/148/148adc24ffeca82a103948622a686809.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/371/371e5f454c27dd17618d9638dae1a2af.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/722/722ae146ded0bdef4a4d70c792612d93.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/743/74313d7456faf043268fcfda02c34bba.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/e55/e5513ce042a83c656f7b88ac013f0a4e.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64221	Термошкаф  IBV-4060200-100	64221	Y					text	/upload/iblock/263/2630129e53f0bf7872fa96d8867bf47f.png		html	IBV-4060200-100	500			400	600	200	itprom				IBV-4060200-100		Есть	581		Есть	Усиленная									/upload/iblock/214/21480fa489490589cb33eaa63fc40c17.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/026/026b9e6215c2c98adcc3f2f9e6bb6a5e.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/453/4531ef88912c6e3837c91988e34ba422.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/28e/28ee1740effab89930a5d6fb353e3e6b.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/f78/f784321dd34a6086f8b74d5f8635daa5.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/15a/15a31a5593498d2edf60ab79e6ba3293.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/114/114dd3c9550cbb9695a79805900b8565.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/48f/48f16dbf659094347227fd28053f20df.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64222	Термошкаф  IBV-5050200-100	64222	Y					text	/upload/iblock/3ce/3ceb91ed1e1a62b6227f64a0a3dff619.png		html	IBV-5050200-100	500			500	500	200	itprom				IBV-5050200-100		Есть	583		Есть	Усиленная									/upload/iblock/f4f/f4f5b796e2fb830f7c82458f9e8025f4.png	IP66	Есть									100	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/a57/a570f138aee9c87ad6c151b9237e47fc.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/aa5/aa59b01b6ce7dad9cf148b83192667fc.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/fe4/fe45019eb9babcc02278be1530ff8500.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/fa3/fa376c41518068423f4f9fe09c3d4431.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/ab6/ab6ea13b7c41725a5546b899a0302767.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/078/078bf1d139525e1010779aab5cea3409.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/1ce/1ce4480d6adef31d466a4559a40b0e88.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64223	Термошкаф  IBV-5070200-150	64223	Y					text	/upload/iblock/8b0/8b089efd9261cd177c6f6f488b861625.png		html	IBV-5070200-150	500			500	700	200	itprom				IBV-5070200-150		Есть	585		Есть	Усиленная									/upload/iblock/59f/59f9b5d3a01eb22218e31584e0ed7404.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64224	Термошкаф  IBV-6060200-150	64224	Y					text	/upload/iblock/87d/87db67f86093a49e364b80bd81466bbd.png		html	IBV-6060200-150	500			600	600	200	itprom				IBV-6060200-150		Есть	588		Есть	Усиленная									/upload/iblock/84a/84a3aec7af1a7acc3e9685a948e05494.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64224	Термошкаф  IBV-6060200-150	64224	Y					text	/upload/iblock/87d/87db67f86093a49e364b80bd81466bbd.png		html	IBV-6060200-150	500			600	600	200	itprom				IBV-6060200-150		Есть	588		Есть	Усиленная									/upload/iblock/730/7302723a2e9f977d3061cd18483325b5.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64224	Термошкаф  IBV-6060200-150	64224	Y					text	/upload/iblock/87d/87db67f86093a49e364b80bd81466bbd.png		html	IBV-6060200-150	500			600	600	200	itprom				IBV-6060200-150		Есть	588		Есть	Усиленная									/upload/iblock/7cd/7cd0109c13e530f26bd91e49ac3f57e0.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
64224	Термошкаф  IBV-6060200-150	64224	Y					text	/upload/iblock/87d/87db67f86093a49e364b80bd81466bbd.png		html	IBV-6060200-150	500			600	600	200	itprom				IBV-6060200-150		Есть	588		Есть	Усиленная									/upload/iblock/cdc/cdcb76056e0a7d45caa3515bb3b7a94e.png	IP66	Есть									150	Есть		Есть	Есть	Есть		Серия IBV				Есть	Термошкафы ITProm	Серия IBV	
